ticket_id,created_at,subject,description,category,priority,source,affected_service
TKT-0554,2026-08-25 20:01:00,Software install request,"Hello, The latest update repeatedly fails near the end of installation. I have a client deadline later today.",Software,Medium,Chat,PDF Editor
TKT-0787,2026-07-12 09:31:00,Unexpected login alert,"Hello, The account portal reported a login from a location I do not recognize. This started this morning.",Security,Critical,Chat,Endpoint Protection
TKT-0400,2026-08-19 22:03:00,Attachment blocked,I am receiving a large increase in unwanted messages today. This started this morning.,Email,Low,Chat,Shared Mailbox
TKT-0706,2026-06-15 13:06:00,Docking station issue,"Hi support, Several keys stopped responding after I returned from lunch. The problem began after the latest update.",Hardware,Medium,Email,Battery
TKT-0337,2026-08-14 05:19:00,Mailbox is full,Please help. Messages remain in the outbox and do not send to external recipients. Another team member can use the same service.,Email,High,Email,Email Gateway
TKT-0179,2026-07-09 21:21:00,Wi Fi keeps dropping,"IT team, Websites work but I cannot reach the shared project drive from home. The issue continues after a restart.",Network and VPN,Medium,Portal,Remote Desktop
TKT-0454,2026-06-06 01:30:00,Software install request,"IT team, The program says no license is available even though I used it yesterday. The issue continues after a restart.",Software,Low,Portal,Project Management Tool
TKT-0849,2026-08-23 03:16:00,Suspicious email received,"Hi support, The account portal reported a login from a location I do not recognize. Please let me know what information you need.",Security,High,Portal,Security Operations
TKT-0873,2026-07-03 22:08:00,Suspicious email received,"IT team, My company phone is missing and may have been left in a public location. I have a client deadline later today.",Security,Critical,Email,Email Gateway
TKT-0811,2026-06-25 19:38:00,Suspicious email received,"IT team, I received a password reset notification that I did not request. I am working remotely today.",Security,High,Portal,Identity Portal
TKT-0300,2026-08-09 18:13:00,Cannot reach shared drive,Please help. The network connection is extremely slow when I open large files remotely. This started this morning.,Network and VPN,Low,Portal,Corporate VPN
TKT-0118,2026-08-26 11:22:00,Account locked,"IT team, I entered the wrong password several times and my account is now locked. The issue continues after a restart.",Account Access,High,Email,Project Portal
TKT-0109,2026-06-03 13:59:00,Access denied,"Hello, I can sign in to my laptop but the application says I do not have access. There is no error code displayed.",Account Access,Low,Chat,Time Entry
TKT-0779,2026-06-22 23:51:00,Unusual password reset,"Hi support, A security warning appeared after I opened a downloaded file. Another team member can use the same service.",Security,High,Phone,Email Gateway
TKT-0155,2026-06-07 22:05:00,Cannot reach shared drive,"Hello, The network connection is extremely slow when I open large files remotely. There is no error code displayed.",Network and VPN,Medium,Email,Office Wi Fi
TKT-0883,2026-08-06 05:02:00,Possible malware warning,I received a password reset notification that I did not request. The problem began after the latest update.,Security,Medium,Email,Email Gateway
TKT-0252,2026-07-19 21:00:00,Cannot reach shared drive,The network connection is extremely slow when I open large files remotely. Another team member can use the same service.,Network and VPN,Medium,Chat,Corporate VPN
TKT-0839,2026-08-29 04:41:00,Lost company device,"IT team, The account portal reported a login from a location I do not recognize. This started this morning.",Security,High,Chat,Security Operations
TKT-0882,2026-08-14 08:15:00,Lost company device,"IT team, I received a password reset notification that I did not request. There is no error code displayed.",Security,High,Email,Identity Portal
TKT-0346,2026-08-11 15:11:00,Too much spam,"IT team, A project attachment is being blocked when I try to send it. The issue continues after a restart.",Email,High,Phone,Exchange Online
TKT-0868,2026-08-14 16:23:00,Suspicious email received,"Hi support, I received a password reset notification that I did not request. The issue continues after a restart.",Security,High,Email,Endpoint Protection
TKT-0128,2026-06-09 04:50:00,Account locked,"Hello, My password expired and the reset page will not accept the new password. There is no error code displayed.",Account Access,High,Portal,Microsoft 365
TKT-0817,2026-06-20 21:27:00,Possible malware warning,I received a password reset notification that I did not request. I am working remotely today.,Security,High,Email,Identity Portal
TKT-0017,2026-08-21 20:50:00,Password reset needed,"Hello, I entered the wrong password several times and my account is now locked. The issue continues after a restart.",Account Access,Medium,Email,Microsoft 365
TKT-0732,2026-08-30 11:40:00,Battery drains quickly,Please help. The battery now lasts less than one hour after a full charge. Please let me know what information you need.,Hardware,High,Email,Battery
TKT-0001,2026-08-09 14:50:00,Access denied,"Hi support, I can sign in to my laptop but the application says I do not have access. The issue continues after a restart.",Account Access,Medium,Phone,Identity Portal
TKT-0251,2026-08-05 11:06:00,VPN will not connect,Please help. My laptop shows connected to Wi Fi but no internal sites will load. I have a client deadline later today.,Network and VPN,Medium,Phone,Project File Share
TKT-0055,2026-07-01 13:15:00,MFA code not working,Please help. I can sign in to my laptop but the application says I do not have access. The issue continues after a restart.,Account Access,High,Portal,Identity Portal
TKT-0767,2026-06-06 08:55:00,Unexpected login alert,Please help. A security warning appeared after I opened a downloaded file. I have a client deadline later today.,Security,Medium,Email,Identity Portal
TKT-0407,2026-07-30 14:36:00,Missing messages,"Hi support, Messages remain in the outbox and do not send to external recipients. The problem began after the latest update.",Email,Medium,Portal,Exchange Online
TKT-0691,2026-08-16 01:35:00,Monitor not detected,"IT team, Several keys stopped responding after I returned from lunch. Please let me know what information you need.",Hardware,High,Chat,Docking Station
TKT-0025,2026-06-02 07:05:00,Cannot sign in,Please help. I changed my password this morning and now my credentials are rejected. This started this morning.,Account Access,Medium,Phone,Time Entry
TKT-0780,2026-07-14 11:05:00,Unexpected login alert,"IT team, I received a password reset notification that I did not request. This started this morning.",Security,High,Phone,Identity Portal
TKT-0230,2026-06-23 04:53:00,VPN will not connect,"Hi support, My wireless connection disconnects every few minutes in the office. Another team member can use the same service.",Network and VPN,High,Portal,Office Wi Fi
TKT-0531,2026-08-29 16:44:00,Application crashes,"Hi support, I need the approved software installed for a new assignment. The problem began after the latest update.",Software,High,Phone,PDF Editor
TKT-0303,2026-06-15 07:21:00,Attachment blocked,A project attachment is being blocked when I try to send it. Please let me know what information you need.,Email,Medium,Portal,Email Gateway
TKT-0848,2026-06-21 02:26:00,Unexpected login alert,I received an email asking me to sign in through a link that does not look legitimate. The issue continues after a restart.,Security,High,Email,Identity Portal
TKT-0294,2026-07-21 08:38:00,No network access,"Hello, My laptop shows connected to Wi Fi but no internal sites will load. There is no error code displayed.",Network and VPN,High,Portal,Remote Desktop
TKT-0530,2026-06-11 21:06:00,Software install request,"Hello, The program displays an error message and will not open. There is no error code displayed.",Software,Low,Email,Finance Application
TKT-0854,2026-07-16 06:52:00,Unexpected login alert,"Hello, My company phone is missing and may have been left in a public location. Please let me know what information you need.",Security,Medium,Chat,Security Operations
TKT-0602,2026-08-07 12:49:00,Battery drains quickly,"IT team, USB devices disconnect whenever I connect through the docking station. This started this morning.",Hardware,Low,Phone,Docking Station
TKT-0558,2026-07-04 23:38:00,Application crashes,Please help. The program displays an error message and will not open. There is no error code displayed.,Software,Medium,Phone,CAD Application
TKT-0491,2026-07-04 19:04:00,Application crashes,The program says no license is available even though I used it yesterday. The problem began after the latest update.,Software,High,Email,CAD Application
TKT-0620,2026-07-07 19:10:00,Keyboard stopped working,Please help. The battery now lasts less than one hour after a full charge. There is no error code displayed.,Hardware,Medium,Email,Laptop
TKT-0488,2026-08-15 13:34:00,Update failed,The program says no license is available even though I used it yesterday. The issue continues after a restart.,Software,High,Phone,Project Management Tool
TKT-0333,2026-08-14 07:14:00,Mailbox is full,"IT team, Several expected emails are missing even though the senders received no error. This started this morning.",Email,Medium,Portal,Shared Mailbox
TKT-0281,2026-07-09 11:13:00,Remote connection is slow,Please help. My laptop shows connected to Wi Fi but no internal sites will load. The issue continues after a restart.,Network and VPN,Low,Phone,Office Wi Fi
TKT-0570,2026-06-16 08:32:00,Application crashes,Please help. I need the approved software installed for a new assignment. This started this morning.,Software,Low,Portal,Project Management Tool
TKT-0821,2026-06-12 01:19:00,Unusual password reset,"Hi support, I received an email asking me to sign in through a link that does not look legitimate. The issue continues after a restart.",Security,High,Chat,Email Gateway
TKT-0514,2026-06-30 09:41:00,License error,"Hi support, The program says no license is available even though I used it yesterday. The problem began after the latest update.",Software,Medium,Chat,PDF Editor
TKT-0630,2026-08-31 00:32:00,Monitor not detected,Please help. Several keys stopped responding after I returned from lunch. The issue continues after a restart.,Hardware,High,Portal,Battery
TKT-0439,2026-08-11 17:13:00,Missing messages,"IT team, Several expected emails are missing even though the senders received no error. I have a client deadline later today.",Email,Low,Email,Outlook
TKT-0809,2026-07-22 00:21:00,Suspicious email received,"Hello, A security warning appeared after I opened a downloaded file. Another team member can use the same service.",Security,High,Chat,Identity Portal
TKT-0851,2026-06-27 09:54:00,Possible malware warning,"Hi support, I received a password reset notification that I did not request. I am working remotely today.",Security,High,Chat,Identity Portal
TKT-0460,2026-06-25 11:33:00,Application crashes,"Hi support, The application closes immediately after I open the project file. Please let me know what information you need.",Software,Low,Portal,CAD Application
TKT-0307,2026-06-05 13:33:00,Email not sending,"Hello, Messages remain in the outbox and do not send to external recipients. The issue continues after a restart.",Email,Low,Portal,Exchange Online
TKT-0151,2026-07-13 13:01:00,Cannot reach shared drive,"Hello, The VPN client stops while connecting and reports that the gateway is unavailable. The problem began after the latest update.",Network and VPN,High,Portal,Office Wi Fi
TKT-0092,2026-07-23 10:42:00,Password reset needed,"Hello, The multifactor authentication code is not arriving on my phone. I have a client deadline later today.",Account Access,High,Email,Microsoft 365
TKT-0244,2026-07-04 17:56:00,Wi Fi keeps dropping,"Hello, My wireless connection disconnects every few minutes in the office. Please let me know what information you need.",Network and VPN,High,Phone,Remote Desktop
TKT-0864,2026-08-15 21:08:00,Lost company device,My company phone is missing and may have been left in a public location. The problem began after the latest update.,Security,Critical,Email,Endpoint Protection
TKT-0583,2026-07-04 23:13:00,Program will not open,The latest update repeatedly fails near the end of installation. I am working remotely today.,Software,High,Portal,CAD Application
TKT-0785,2026-06-24 06:37:00,Suspicious email received,I received a password reset notification that I did not request. Another team member can use the same service.,Security,Medium,Email,Identity Portal
TKT-0149,2026-07-23 21:04:00,Access denied,I entered the wrong password several times and my account is now locked. Please let me know what information you need.,Account Access,Low,Chat,Project Portal
TKT-0665,2026-08-13 16:42:00,Keyboard stopped working,"Hi support, USB devices disconnect whenever I connect through the docking station. The problem began after the latest update.",Hardware,Medium,Portal,Laptop
TKT-0515,2026-08-05 10:22:00,Update failed,"IT team, The program displays an error message and will not open. Please let me know what information you need.",Software,Medium,Portal,Finance Application
TKT-0211,2026-08-17 21:28:00,No network access,"Hi support, My wireless connection disconnects every few minutes in the office. I am working remotely today.",Network and VPN,Medium,Email,Corporate VPN
TKT-0503,2026-08-29 04:03:00,Program will not open,"Hi support, The latest update repeatedly fails near the end of installation. The problem began after the latest update.",Software,Low,Portal,Project Management Tool
TKT-0484,2026-07-11 00:14:00,Software install request,I need the approved software installed for a new assignment. Another team member can use the same service.,Software,Low,Chat,CAD Application
TKT-0559,2026-07-17 18:29:00,Software install request,"Hi support, The latest update repeatedly fails near the end of installation. I am working remotely today.",Software,Medium,Portal,Finance Application
TKT-0405,2026-07-29 11:08:00,Missing messages,"Hello, Several expected emails are missing even though the senders received no error. Please let me know what information you need.",Email,High,Phone,Exchange Online
TKT-0204,2026-06-06 21:24:00,Wi Fi keeps dropping,Please help. My wireless connection disconnects every few minutes in the office. This started this morning.,Network and VPN,Medium,Email,Project File Share
TKT-0276,2026-07-03 11:26:00,Wi Fi keeps dropping,"IT team, Websites work but I cannot reach the shared project drive from home. I am working remotely today.",Network and VPN,Medium,Email,Remote Desktop
TKT-0212,2026-06-18 08:53:00,No network access,The network connection is extremely slow when I open large files remotely. Please let me know what information you need.,Network and VPN,High,Chat,Office Wi Fi
TKT-0160,2026-06-14 19:28:00,Cannot reach shared drive,Please help. Websites work but I cannot reach the shared project drive from home. The issue continues after a restart.,Network and VPN,Medium,Chat,Project File Share
TKT-0638,2026-08-10 13:47:00,Docking station issue,Several keys stopped responding after I returned from lunch. I am working remotely today.,Hardware,Medium,Phone,Laptop
TKT-0031,2026-07-17 19:10:00,MFA code not working,Please help. I can sign in to my laptop but the application says I do not have access. This started this morning.,Account Access,High,Phone,Microsoft 365
TKT-0344,2026-08-19 20:35:00,Too much spam,"IT team, I am receiving a large increase in unwanted messages today. There is no error code displayed.",Email,Low,Phone,Exchange Online
TKT-0617,2026-06-14 18:52:00,Laptop will not start,"Hi support, The battery now lasts less than one hour after a full charge. I have a client deadline later today.",Hardware,High,Phone,Docking Station
TKT-0143,2026-07-09 19:54:00,Access denied,"Hi support, I can sign in to my laptop but the application says I do not have access. This started this morning.",Account Access,High,Portal,Project Portal
TKT-0635,2026-07-28 19:53:00,Monitor not detected,"Hello, The laptop does not power on even when it is connected to the charger. This started this morning.",Hardware,Medium,Email,Battery
TKT-0430,2026-08-21 14:15:00,Attachment blocked,Please help. Several expected emails are missing even though the senders received no error. I am working remotely today.,Email,Medium,Phone,Shared Mailbox
TKT-0082,2026-06-27 15:55:00,Cannot sign in,"Hi support, I changed my password this morning and now my credentials are rejected. I have a client deadline later today.",Account Access,Medium,Email,Project Portal
TKT-0018,2026-07-20 15:31:00,MFA code not working,I changed my password this morning and now my credentials are rejected. The issue continues after a restart.,Account Access,Low,Email,Time Entry
TKT-0270,2026-07-11 07:31:00,Remote connection is slow,My laptop shows connected to Wi Fi but no internal sites will load. Another team member can use the same service.,Network and VPN,High,Portal,Corporate VPN
TKT-0366,2026-07-04 06:53:00,Mailbox is full,"IT team, Messages remain in the outbox and do not send to external recipients. There is no error code displayed.",Email,Medium,Phone,Exchange Online
TKT-0258,2026-07-23 18:18:00,Remote connection is slow,Please help. The network connection is extremely slow when I open large files remotely. The issue continues after a restart.,Network and VPN,High,Portal,Corporate VPN
TKT-0774,2026-07-26 06:29:00,Possible malware warning,A security warning appeared after I opened a downloaded file. I am working remotely today.,Security,High,Chat,Endpoint Protection
TKT-0660,2026-08-29 14:55:00,Monitor not detected,Please help. The second monitor is blank and is not shown in display settings. The problem began after the latest update.,Hardware,High,Chat,Monitor
TKT-0201,2026-08-26 03:02:00,No network access,"Hello, My wireless connection disconnects every few minutes in the office. Please let me know what information you need.",Network and VPN,Medium,Portal,Corporate VPN
TKT-0199,2026-06-26 11:19:00,Wi Fi keeps dropping,"Hi support, The network connection is extremely slow when I open large files remotely. Please let me know what information you need.",Network and VPN,Medium,Portal,Office Wi Fi
TKT-0567,2026-07-14 22:21:00,Application crashes,Please help. The program displays an error message and will not open. The issue continues after a restart.,Software,High,Email,CAD Application
TKT-0716,2026-06-18 13:19:00,Monitor not detected,"Hello, The laptop does not power on even when it is connected to the charger. I have a client deadline later today.",Hardware,Medium,Phone,Monitor
TKT-0130,2026-06-01 05:58:00,Access denied,I can sign in to my laptop but the application says I do not have access. I have a client deadline later today.,Account Access,Low,Email,Project Portal
TKT-0888,2026-08-09 03:18:00,Unexpected login alert,Please help. The account portal reported a login from a location I do not recognize. I am working remotely today.,Security,High,Chat,Security Operations
TKT-0572,2026-07-10 03:29:00,Software install request,"IT team, The program says no license is available even though I used it yesterday. This started this morning.",Software,Medium,Portal,Finance Application
TKT-0822,2026-06-27 21:13:00,Possible malware warning,"Hello, I received an email asking me to sign in through a link that does not look legitimate. This started this morning.",Security,High,Email,Endpoint Protection
TKT-0532,2026-08-16 22:51:00,Application crashes,The program displays an error message and will not open. Another team member can use the same service.,Software,High,Portal,CAD Application
TKT-0147,2026-07-06 05:50:00,Access denied,The multifactor authentication code is not arriving on my phone. This started this morning.,Account Access,High,Phone,Microsoft 365
TKT-0351,2026-08-12 12:54:00,Attachment blocked,"Hello, A project attachment is being blocked when I try to send it. The problem began after the latest update.",Email,Low,Email,Email Gateway
TKT-0178,2026-07-19 07:35:00,Wi Fi keeps dropping,The network connection is extremely slow when I open large files remotely. The problem began after the latest update.,Network and VPN,Medium,Phone,Office Wi Fi
TKT-0164,2026-08-16 12:14:00,VPN will not connect,"IT team, The network connection is extremely slow when I open large files remotely. This started this morning.",Network and VPN,Medium,Phone,Corporate VPN
TKT-0141,2026-08-13 20:39:00,Account locked,"Hello, I can sign in to my laptop but the application says I do not have access. Another team member can use the same service.",Account Access,Medium,Chat,Identity Portal
TKT-0248,2026-06-11 20:27:00,No network access,Please help. The network connection is extremely slow when I open large files remotely. The problem began after the latest update.,Network and VPN,Medium,Portal,Office Wi Fi
TKT-0872,2026-08-12 19:18:00,Unexpected login alert,"Hi support, The account portal reported a login from a location I do not recognize. There is no error code displayed.",Security,Critical,Chat,Endpoint Protection
TKT-0124,2026-06-04 15:42:00,Cannot sign in,"Hello, I entered the wrong password several times and my account is now locked. There is no error code displayed.",Account Access,High,Portal,Project Portal
TKT-0756,2026-07-28 13:30:00,Unusual password reset,Please help. The account portal reported a login from a location I do not recognize. The issue continues after a restart.,Security,Medium,Email,Identity Portal
TKT-0140,2026-07-22 21:10:00,Access denied,"Hello, The multifactor authentication code is not arriving on my phone. There is no error code displayed.",Account Access,Low,Email,Identity Portal
TKT-0131,2026-07-13 00:12:00,Access denied,Please help. I can sign in to my laptop but the application says I do not have access. Please let me know what information you need.,Account Access,Medium,Email,Project Portal
TKT-0120,2026-08-28 03:48:00,Account locked,Please help. I entered the wrong password several times and my account is now locked. The problem began after the latest update.,Account Access,Low,Portal,Time Entry
TKT-0061,2026-08-17 02:23:00,Password reset needed,"IT team, I entered the wrong password several times and my account is now locked. Please let me know what information you need.",Account Access,Low,Portal,Project Portal
TKT-0089,2026-06-28 17:09:00,Access denied,"IT team, I can sign in to my laptop but the application says I do not have access. Please let me know what information you need.",Account Access,High,Phone,Identity Portal
TKT-0397,2026-07-20 16:44:00,Too much spam,"IT team, Several expected emails are missing even though the senders received no error. Another team member can use the same service.",Email,Medium,Email,Email Gateway
TKT-0794,2026-07-12 05:55:00,Possible malware warning,"IT team, My company phone is missing and may have been left in a public location. Another team member can use the same service.",Security,High,Portal,Identity Portal
TKT-0850,2026-08-29 08:28:00,Unusual password reset,I received a password reset notification that I did not request. This started this morning.,Security,Medium,Portal,Identity Portal
TKT-0819,2026-06-05 17:24:00,Unusual password reset,"Hi support, I received an email asking me to sign in through a link that does not look legitimate. Please let me know what information you need.",Security,High,Email,Endpoint Protection
TKT-0335,2026-07-11 20:57:00,Missing messages,"Hello, Outlook reports that my mailbox has reached its storage limit. I am working remotely today.",Email,Medium,Chat,Exchange Online
TKT-0282,2026-06-28 16:51:00,VPN will not connect,Please help. The network connection is extremely slow when I open large files remotely. I have a client deadline later today.,Network and VPN,Medium,Email,Office Wi Fi
TKT-0738,2026-07-26 10:00:00,Keyboard stopped working,Please help. Several keys stopped responding after I returned from lunch. The problem began after the latest update.,Hardware,High,Chat,Battery
TKT-0260,2026-07-26 02:00:00,VPN will not connect,"IT team, The VPN client stops while connecting and reports that the gateway is unavailable. I have a client deadline later today.",Network and VPN,Low,Chat,Project File Share
TKT-0705,2026-06-30 14:30:00,Docking station issue,"IT team, The battery now lasts less than one hour after a full charge. There is no error code displayed.",Hardware,Low,Phone,Keyboard
TKT-0223,2026-07-15 10:59:00,Cannot reach shared drive,"Hello, My laptop shows connected to Wi Fi but no internal sites will load. The issue continues after a restart.",Network and VPN,Low,Chat,Corporate VPN
TKT-0580,2026-08-27 02:56:00,Software install request,"Hi support, The program says no license is available even though I used it yesterday. The issue continues after a restart.",Software,High,Phone,Finance Application
TKT-0750,2026-06-17 00:26:00,Monitor not detected,"Hi support, The laptop does not power on even when it is connected to the charger. This started this morning.",Hardware,Low,Chat,Keyboard
TKT-0289,2026-08-17 01:41:00,Remote connection is slow,The network connection is extremely slow when I open large files remotely. I have a client deadline later today.,Network and VPN,Medium,Email,Office Wi Fi
TKT-0063,2026-06-17 19:53:00,MFA code not working,My password expired and the reset page will not accept the new password. There is no error code displayed.,Account Access,Medium,Phone,Project Portal
TKT-0566,2026-06-28 18:06:00,License error,Please help. The latest update repeatedly fails near the end of installation. This started this morning.,Software,Medium,Chat,PDF Editor
TKT-0192,2026-08-12 22:16:00,Cannot reach shared drive,"Hi support, My laptop shows connected to Wi Fi but no internal sites will load. The issue continues after a restart.",Network and VPN,Medium,Chat,Remote Desktop
TKT-0285,2026-07-12 03:35:00,Wi Fi keeps dropping,Websites work but I cannot reach the shared project drive from home. Please let me know what information you need.,Network and VPN,Medium,Email,Corporate VPN
TKT-0642,2026-07-16 12:44:00,Docking station issue,USB devices disconnect whenever I connect through the docking station. Please let me know what information you need.,Hardware,Medium,Chat,Monitor
TKT-0011,2026-06-11 16:34:00,Cannot sign in,Please help. I changed my password this morning and now my credentials are rejected. This started this morning.,Account Access,High,Portal,Time Entry
TKT-0846,2026-07-25 15:50:00,Possible malware warning,Please help. A security warning appeared after I opened a downloaded file. This started this morning.,Security,Critical,Phone,Endpoint Protection
TKT-0440,2026-07-13 11:52:00,Too much spam,"Hi support, Messages remain in the outbox and do not send to external recipients. Another team member can use the same service.",Email,Medium,Chat,Outlook
TKT-0325,2026-06-14 20:11:00,Email not sending,Please help. I am receiving a large increase in unwanted messages today. There is no error code displayed.,Email,High,Phone,Outlook
TKT-0181,2026-08-19 11:58:00,Remote connection is slow,The VPN client stops while connecting and reports that the gateway is unavailable. The problem began after the latest update.,Network and VPN,Medium,Email,Remote Desktop
TKT-0834,2026-06-13 11:31:00,Possible malware warning,Please help. My company phone is missing and may have been left in a public location. The issue continues after a restart.,Security,Critical,Phone,Security Operations
TKT-0687,2026-08-06 08:54:00,Keyboard stopped working,Please help. Several keys stopped responding after I returned from lunch. The issue continues after a restart.,Hardware,High,Portal,Battery
TKT-0773,2026-07-08 19:21:00,Suspicious email received,Please help. My company phone is missing and may have been left in a public location. I have a client deadline later today.,Security,Medium,Email,Email Gateway
TKT-0145,2026-08-15 02:42:00,Access denied,I entered the wrong password several times and my account is now locked. Please let me know what information you need.,Account Access,Medium,Phone,Identity Portal
TKT-0148,2026-06-01 16:05:00,Access denied,I changed my password this morning and now my credentials are rejected. Another team member can use the same service.,Account Access,High,Phone,Time Entry
TKT-0524,2026-08-19 18:24:00,Update failed,The latest update repeatedly fails near the end of installation. I have a client deadline later today.,Software,High,Phone,Project Management Tool
TKT-0769,2026-08-19 18:42:00,Unexpected login alert,"Hello, My company phone is missing and may have been left in a public location. Please let me know what information you need.",Security,Medium,Chat,Email Gateway
TKT-0156,2026-08-05 03:38:00,Wi Fi keeps dropping,"Hi support, My wireless connection disconnects every few minutes in the office. I am working remotely today.",Network and VPN,High,Email,Office Wi Fi
TKT-0235,2026-06-18 17:36:00,VPN will not connect,"IT team, The network connection is extremely slow when I open large files remotely. I am working remotely today.",Network and VPN,High,Email,Project File Share
TKT-0041,2026-08-30 13:10:00,Account locked,"IT team, I can sign in to my laptop but the application says I do not have access. Please let me know what information you need.",Account Access,Medium,Chat,Identity Portal
TKT-0763,2026-08-07 10:37:00,Possible malware warning,Please help. I received a password reset notification that I did not request. Please let me know what information you need.,Security,Critical,Portal,Identity Portal
TKT-0142,2026-06-12 18:10:00,Cannot sign in,"Hello, I entered the wrong password several times and my account is now locked. I am working remotely today.",Account Access,High,Phone,Microsoft 365
TKT-0070,2026-08-17 14:59:00,Cannot sign in,Please help. I entered the wrong password several times and my account is now locked. This started this morning.,Account Access,High,Phone,Microsoft 365
TKT-0056,2026-07-07 17:33:00,MFA code not working,"IT team, The multifactor authentication code is not arriving on my phone. Please let me know what information you need.",Account Access,High,Chat,Time Entry
TKT-0540,2026-08-30 15:27:00,Program will not open,"Hello, The latest update repeatedly fails near the end of installation. There is no error code displayed.",Software,Low,Phone,CAD Application
TKT-0824,2026-06-03 08:21:00,Unusual password reset,"Hi support, A security warning appeared after I opened a downloaded file. This started this morning.",Security,Critical,Portal,Endpoint Protection
TKT-0571,2026-08-06 19:13:00,Software install request,"Hi support, The latest update repeatedly fails near the end of installation. The problem began after the latest update.",Software,Medium,Phone,Finance Application
TKT-0744,2026-07-24 06:29:00,Docking station issue,USB devices disconnect whenever I connect through the docking station. The issue continues after a restart.,Hardware,High,Chat,Docking Station
TKT-0825,2026-06-22 16:29:00,Possible malware warning,"Hello, I received a password reset notification that I did not request. I have a client deadline later today.",Security,Medium,Portal,Security Operations
TKT-0650,2026-06-13 16:03:00,Monitor not detected,Please help. The battery now lasts less than one hour after a full charge. Please let me know what information you need.,Hardware,Low,Email,Docking Station
TKT-0545,2026-08-16 18:55:00,Update failed,"Hello, The latest update repeatedly fails near the end of installation. The problem began after the latest update.",Software,Medium,Email,CAD Application
TKT-0406,2026-08-14 10:59:00,Too much spam,A project attachment is being blocked when I try to send it. This started this morning.,Email,High,Email,Email Gateway
TKT-0736,2026-08-10 07:45:00,Battery drains quickly,Please help. USB devices disconnect whenever I connect through the docking station. Please let me know what information you need.,Hardware,Medium,Portal,Keyboard
TKT-0039,2026-06-12 20:18:00,Account locked,The multifactor authentication code is not arriving on my phone. There is no error code displayed.,Account Access,Low,Email,Time Entry
TKT-0427,2026-07-27 05:59:00,Mailbox is full,"Hi support, Several expected emails are missing even though the senders received no error. I have a client deadline later today.",Email,Medium,Phone,Exchange Online
TKT-0236,2026-08-26 12:24:00,Wi Fi keeps dropping,Websites work but I cannot reach the shared project drive from home. Please let me know what information you need.,Network and VPN,High,Phone,Project File Share
TKT-0323,2026-07-26 12:08:00,Too much spam,"Hi support, A project attachment is being blocked when I try to send it. I have a client deadline later today.",Email,Low,Chat,Outlook
TKT-0433,2026-07-24 05:03:00,Missing messages,"Hello, A project attachment is being blocked when I try to send it. This started this morning.",Email,High,Email,Outlook
TKT-0473,2026-07-09 11:04:00,License error,"Hello, The application closes immediately after I open the project file. There is no error code displayed.",Software,Medium,Phone,Finance Application
TKT-0493,2026-07-26 17:02:00,Software install request,Please help. The program says no license is available even though I used it yesterday. I am working remotely today.,Software,Low,Phone,CAD Application
TKT-0035,2026-08-11 07:05:00,Account locked,I entered the wrong password several times and my account is now locked. I am working remotely today.,Account Access,Medium,Email,Microsoft 365
TKT-0065,2026-07-22 19:17:00,MFA code not working,"IT team, My password expired and the reset page will not accept the new password. I have a client deadline later today.",Account Access,Medium,Portal,Microsoft 365
TKT-0299,2026-07-19 05:15:00,VPN will not connect,My laptop shows connected to Wi Fi but no internal sites will load. I am working remotely today.,Network and VPN,High,Phone,Remote Desktop
TKT-0318,2026-08-25 21:35:00,Attachment blocked,"Hi support, Messages remain in the outbox and do not send to external recipients. The problem began after the latest update.",Email,High,Email,Email Gateway
TKT-0855,2026-07-27 11:15:00,Lost company device,"Hello, I received an email asking me to sign in through a link that does not look legitimate. This started this morning.",Security,High,Portal,Identity Portal
TKT-0165,2026-08-14 15:52:00,Remote connection is slow,"Hello, The network connection is extremely slow when I open large files remotely. The problem began after the latest update.",Network and VPN,Medium,Portal,Office Wi Fi
TKT-0207,2026-07-09 22:47:00,Cannot reach shared drive,Websites work but I cannot reach the shared project drive from home. Please let me know what information you need.,Network and VPN,Medium,Portal,Remote Desktop
TKT-0553,2026-08-02 21:00:00,Application crashes,"IT team, The program displays an error message and will not open. The issue continues after a restart.",Software,Medium,Chat,Project Management Tool
TKT-0666,2026-06-22 13:17:00,Battery drains quickly,"Hello, The second monitor is blank and is not shown in display settings. I am working remotely today.",Hardware,Low,Email,Docking Station
TKT-0404,2026-07-28 21:41:00,Missing messages,Outlook reports that my mailbox has reached its storage limit. I am working remotely today.,Email,Medium,Chat,Exchange Online
TKT-0009,2026-07-16 11:53:00,Cannot sign in,"IT team, My password expired and the reset page will not accept the new password. The problem began after the latest update.",Account Access,Low,Chat,Identity Portal
TKT-0220,2026-08-22 00:17:00,No network access,"Hello, Websites work but I cannot reach the shared project drive from home. I am working remotely today.",Network and VPN,Medium,Portal,Project File Share
TKT-0363,2026-08-16 09:23:00,Too much spam,Please help. A project attachment is being blocked when I try to send it. I am working remotely today.,Email,Medium,Chat,Exchange Online
TKT-0306,2026-06-19 15:45:00,Mailbox is full,"IT team, Several expected emails are missing even though the senders received no error. There is no error code displayed.",Email,High,Chat,Outlook
TKT-0724,2026-06-02 13:32:00,Laptop will not start,"Hello, The battery now lasts less than one hour after a full charge. I have a client deadline later today.",Hardware,Medium,Phone,Keyboard
